Name,Type,Group,Location,Subscription,x,y,z
fadhsqlpoolqa0001 (fadhsqlserverqa/fadhsqlpoolqa0001),SQL elastic pool,fa-qa-data,Central US,Dataapp Dev/Test,2.5,228,0
fadhsqlserverdev,SQL server,fa-dev-data,Central US,Dataapp Dev/Test,5,228,0
fadhsqlserverdev-law,Log Analytics workspace,fa-dev-data,Central US,Dataapp Dev/Test,7.5,228,0
fadhsqlserverqa,SQL server,fa-qa-data,Central US,Dataapp Dev/Test,10,228,0
fadhsqlserverqa-law,Log Analytics workspace,fa-qa-data,Central US,Dataapp Dev/Test,12.5,228,0
fadhsqlserveruat,SQL server,fa-uat-data,Central US,Dataapp Dev/Test,15,228,0
fadhsqlserveruat-law,Log Analytics workspace,fa-uat-data,Central US,Dataapp Dev/Test,17.5,228,0
fadhstoragedev,Storage account,fa-dev-data,Central US,Dataapp Dev/Test,20,228,0
fadhstoragedev-52a08834-9aeb-428d-be3f-d69faad63827,Event Grid System Topic,fa-dev-data,Central US,Dataapp Dev/Test,0,232,0
fadhstoragetest,Storage account,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test,2.5,232,0
fadhstoragetest-pe,Private endpoint,usdt-Dataapp-test-sftp-centralus-rg-001,Central US,Dataapp Dev/Test,5,232,0
fadhstoragetest-pe.nic.b6603a77-4f7c-4045-aa41-54a4f58c5964,Network Interface,usdt-Dataapp-test-sftp-centralus-rg-001,Central US,Dataapp Dev/Test,7.5,232,0
faef932b-c10d-411a-ac08-b9c3d8ade059-dashboard (Cashapp Hotfix Dashboard),Shared dashboard,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,10,232,0
faitaasetdashds,Storage account,fa_it_asset_dash_rg,West US,Cashapp Dev/Test,12.5,232,0
faplatform,Container registry,fa-docker,West US 2,Dataapp Dev/Test,15,232,0
faptanalyticsqa,Data Lake Analytics,fa-qa-data,Central US,Dataapp Dev/Test,17.5,232,0
faptanalyticsuat,Data Lake Analytics,fa-uat-data,Central US,Dataapp Dev/Test,20,232,0
faptcosmosqa,Azure Cosmos DB account,fa-qa-data,Central US,Dataapp Dev/Test,0,236,0
faptcosmosuat,Azure Cosmos DB account,fa-uat-data,Central US,Dataapp Dev/Test,2.5,236,0
faptdlstoreqa,Data Lake Storage Gen1,fa-qa-data,Central US,Dataapp Dev/Test,5,236,0
faptdlstoreuat,Data Lake Storage Gen1,fa-uat-data,Central US,Dataapp Dev/Test,7.5,236,0
faptsbqa,Service Bus Namespace,fa-qa-data,Central US,Dataapp Dev/Test,10,236,0
faptsbuat,Service Bus Namespace,fa-uat-data,Central US,Dataapp Dev/Test,12.5,236,0
faptsbusdev,Service Bus Namespace,fa-dev-data,Central US,Dataapp Dev/Test,15,236,0
faptstorageqa,Storage account,fa-qa-data,Central US,Dataapp Dev/Test,17.5,236,0
faptstorageqa-pe,Private endpoint,fa-qa-sftp-rg-001,Central US,Dataapp Dev/Test,20,236,0
faptstorageqa-pe.nic.a4f245f0-1d2b-4e6f-bf2f-97a8369cacac,Network Interface,fa-qa-sftp-rg-001,Central US,Dataapp Dev/Test,0,240,0
faptstorageuat,Storage account,fa-uat-data,Central US,Dataapp Dev/Test,2.5,240,0
faqacentralus-logic,Logic app,fa-qa-logic,Central US,Dataapp Dev/Test,5,240,0
faqasftpdiag,Storage account,fa-qa-sftp,Central US,Dataapp Dev/Test,7.5,240,0
fareporttest,Storage account,reporttest,West US 2,Dataapp Dev/Test,10,240,0
fasqllogs,Storage account,sf-data-dev,West Central US,Cashapp Dev/Test,12.5,240,0
fatenablescannerdiag,Storage account,fa-tenable-scanner,West US 2,Cashapp Dev/Test,15,240,0
fatrdssds01,Storage account,tr_dss,West US,Cashapp Dev/Test,17.5,240,0
fauatcentralus-logic,Logic app,fa-uat-logic,Central US,Dataapp Dev/Test,20,240,0
fauatsftpdiag,Storage account,fa-uat-sftp,Central US,Dataapp Dev/Test,0,244,0
fftch-income-actuals-loadtest (fadhsqlserverdev/fftch-income-actuals-loadtest),SQL database,fa-dev-data,Central US,Dataapp Dev/Test,2.5,244,0
fireapps,Container registry,Cashapp-docker,West Central US,Cashapp Dev/Test,5,244,0
fireappsdocker,Container registry,dockerregistry,West US 2,Cashapp Dev/Test,7.5,244,0
fireappsdocker,Storage account,Cashapp-docker,West Central US,Cashapp Dev/Test,10,244,0
forecast analysis-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,12.5,244,0
forecast-analysis-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,15,244,0
forecast-analysis-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,17.5,244,0
forecast-analysis-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,20,244,0
forecast-analysis-info-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,0,248,0
forecast-analysis-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,2.5,248,0
forecast-analysis-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,5,248,0
forecast-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,7.5,248,0
forecast-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,10,248,0
forecast-data-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,12.5,248,0
forecast-data-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,15,248,0
forecast-data-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,17.5,248,0
forecast-data-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,20,248,0
forecast-data-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,0,252,0
forecast-data-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,2.5,252,0
forecast-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,5,252,0
forecast-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,7.5,252,0
forecast-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,10,252,0
forecast-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,12.5,252,0
forecast-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,15,252,0
function712c7a62a9fa,Storage account,Cashapp-ase,West US,Cashapp Dev/Test,17.5,252,0
gateway-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,20,252,0
gateway-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,0,256,0
gateway-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,2.5,256,0
gateway-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,5,256,0
gmail,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,7.5,256,0
gmail-1,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,10,256,0
gstevens8A041174-01D4-468A-93CF-B22E0620509A,Network Interface,devops-images,West US 2,Cashapp Dev/Test,12.5,256,0
gstevens8CFA0572-43CD-4AE4-BF37-9EDD1C613130,Virtual network,devops-images,West US 2,Cashapp Dev/Test,15,256,0
gstevensBAAE2470-A98C-4875-8883-C57C7F2DF68C,Public IP address,devops-images,West US 2,Cashapp Dev/Test,17.5,256,0
hedge-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,20,256,0
hedge-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,0,260,0
hedge-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,2.5,260,0
hedge-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,5,260,0
hedge-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,7.5,260,0
hedge-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,10,260,0
hedge-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,12.5,260,0
HubDevTest-ip,Public IP address,Company1hubrandd,West US,Dataapp Dev/Test,15,260,0
HubDevTest-nsg,Network security group,Company1hubrandd,West US,Dataapp Dev/Test,17.5,260,0
hubdevtest738,Network Interface,Company1hubrandd,West US,Dataapp Dev/Test,20,260,0
HubDevTest_OsDisk_1_7cd8df0226b04b8798ed69075c8cb132,Disk,Company1hubrandd,West US,Dataapp Dev/Test,0,264,0
inbound api v2-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test,2.5,264,0
inbound-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test,5,264,0
inbound-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test,7.5,264,0
ingestion engine core-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test,10,264,0
ingestion-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test,12.5,264,0
ingestion-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test,15,264,0
ingress-csdev-sftp-pip-001,Public IP address,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test,17.5,264,0
ingress-qa-sftp-pip-001,Public IP address,fa-qa-sftp-rg-001,Central US,Dataapp Dev/Test,20,264,0
ingress-test-sftp-pip-001,Public IP address,usdt-Dataapp-test-sftp-centralus-rg-001,Central US,Dataapp Dev/Test,0,268,0
ismsstorage,Storage account,isms-resources,West US,Cashapp Dev/Test,2.5,268,0
kapp-int-dev,Virtual machine,kapp-integration-dev,West US 2,Cashapp Dev/Test,5,268,0
kapp-int-dev-gwy-ip,Public IP address,kapp-integration-dev,West US 2,Cashapp Dev/Test,7.5,268,0
kapp-int-dev-ip,Public IP address,kapp-integration-dev,West US 2,Cashapp Dev/Test,10,268,0
kapp-int-dev-nsg,Network security group,kapp-integration-dev,West US 2,Cashapp Dev/Test,12.5,268,0
kapp-int-dev80,Network Interface,kapp-integration-dev,West US 2,Cashapp Dev/Test,15,268,0
kapp-int-dev_OsDisk_1_f75dc92cadc24e25a8aa1eb786023bc0,Disk,kapp-integration-dev,West US 2,Cashapp Dev/Test,17.5,268,0
kapp-int-qa,Virtual machine,kapp-integration-qa,West US 2,Cashapp Dev/Test,20,268,0
kapp-int-qa-gwy-ip,Public IP address,kapp-integration-qa,West US 2,Cashapp Dev/Test,0,272,0
kapp-int-qa-ip,Public IP address,kapp-integration-qa,West US 2,Cashapp Dev/Test,2.5,272,0
kapp-int-qa-nsg,Network security group,kapp-integration-qa,West US 2,Cashapp Dev/Test,5,272,0
kapp-int-qa80,Network Interface,kapp-integration-qa,West US 2,Cashapp Dev/Test,7.5,272,0
kapp-int-qa_disk1_075bcb8522b04d9cb903682a6957679c,Disk,kapp-integration-qa,West US 2,Cashapp Dev/Test,10,272,0
kapp-integration-dev-vnet,Virtual network,kapp-integration-dev,West US 2,Cashapp Dev/Test,12.5,272,0
kapp-integration-dev-vnet-identity,Managed Identity,kapp-integration-dev,West US 2,Cashapp Dev/Test,15,272,0
kapp-integration-qa-vnet,Virtual network,kapp-integration-qa,West US 2,Cashapp Dev/Test,17.5,272,0
kapp-integration-qa-vnet-identity,Managed Identity,kapp-integration-qa,West US 2,Cashapp Dev/Test,20,272,0
kappintegrationdevdiag,Storage account,kapp-integration-dev,West US 2,Cashapp Dev/Test,0,276,0
kappintegrationqadiag,Storage account,kapp-integration-qa,West US 2,Cashapp Dev/Test,2.5,276,0
keyvault,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test,5,276,0
keyvault,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test,7.5,276,0
keyvault,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test,10,276,0
keyvault,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test,12.5,276,0
kubernetes,Load balancer,mc_usdt-aks-devops-centralus-rg-01_usdt-aks-devops-clstr-01_centralus,Central US,DevOps Dev/Test,15,276,0
ky-cnx-dummy,Logic App (Standard),Company1-cnx-erptk,West US,Dataapp Dev/Test,17.5,276,0
ky-cnx-dummy,Application Insights,Company1-cnx-erptk,West US,Dataapp Dev/Test,20,276,0
ky-dy-payment-status-update,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test,0,280,0
ky-hilton-hedge-in,Logic app,ky-hilton-wf,Central US,Dataapp Dev/Test,2.5,280,0
ky-hilton-rates-in,Logic app,ky-hilton-wf,Central US,Dataapp Dev/Test,5,280,0
kydev-ddda8104,Virtual network,kydev,West US,Dynamics Dev/Test,7.5,280,0
kydev-networksecuritygroup,Network security group,kydev,West US,Dynamics Dev/Test,10,280,0
kydev9a97100216a31966,Storage account,kydev,West US,Dynamics Dev/Test,12.5,280,0
kydevdev,Public IP address,kydev,West US,Dynamics Dev/Test,15,280,0
kygold-193152b6,Virtual network,kygold,West US,Dynamics Dev/Test,17.5,280,0
kygold-networksecuritygroup,Network security group,kygold,West US,Dynamics Dev/Test,20,280,0
kygold94d404ec956b002f,Storage account,kygold,West US,Dynamics Dev/Test,0,284,0
kygolddemo,Public IP address,kygold,West US,Dynamics Dev/Test,2.5,284,0
kyr-Cashapp-qa-nsg,Network security group,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test,5,284,0
kyr-dev-api-vault,Key vault,kyr-api-dev,West US 2,Dataapp Dev/Test,7.5,284,0
kyr-devops,Function App,devops,West US 2,Cashapp Dev/Test,10,284,0
kyr-devops,Application Insights,devops,West US 2,Cashapp Dev/Test,12.5,284,0
kyr-devops-law,Log Analytics workspace,devops,West US,Cashapp Dev/Test,15,284,0
kyr-gateway-qa,Public IP address,usdt-Cashapp-qa-centralus-rg-001,West US 2,Cashapp Dev/Test,17.5,284,0
kyrCashappuatsqlstorage,Storage account,kyr-Cashapp-uat,West US 2,Cashapp Dev/Test,20,284,0
Company1-buddybot,Cognitive Service,ca-dev,Global,Cashapp Dev/Test,0,288,0
Company1-cnx-cashmgmt-test,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,2.5,288,0
Company1-cnx-context,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,5,288,0
Company1-cnx-context-service,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,7.5,288,0
Company1-cnx-context-service,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,10,288,0
Company1-cnx-context-service,API Connection,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test,12.5,288,0
Company1-cnx-context-service,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test,15,288,0
Company1-cnx-context-service-1,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,17.5,288,0
Company1-cnx-customer-metadata,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,20,288,0
Company1-cnx-d365-Cashapp,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,0,292,0
Company1-cnx-d365-fx-extract,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,2.5,292,0
Company1-cnx-d365-glrecon,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,5,292,0
Company1-cnx-d365-glx,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,7.5,292,0
Company1-cnx-d365-odata,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,10,292,0
Company1-cnx-d365-payments-reset,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,12.5,292,0
Company1-cnx-d365-py-reset-linkid,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,15,292,0
Company1-cnx-dynamics-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test,17.5,292,0
Company1-cnx-dynamics-payments,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,20,292,0
Company1-cnx-dynamics-payments-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test,0,296,0
Company1-cnx-dynamics-status-update,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test,2.5,296,0
Company1-cnx-dynamics-statusupdate,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,5,296,0
Company1-cnx-dynamics-statusupdate-csv,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,7.5,296,0
Company1-cnx-dynamics-statusupdate-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test,10,296,0
Company1-cnx-infor-masterdata,Logic app,Company1-cnx-infor,West Central US,Dataapp Dev/Test,12.5,296,0
Company1-cnx-infor-payments,Logic app,Company1-cnx-infor,West US,Dataapp Dev/Test,15,296,0
Company1-cnx-infor-payments-frank,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test,17.5,296,0
Company1-cnx-infor-wires,Logic app,Company1-cnx-infor,West US,Dataapp Dev/Test,20,296,0
Company1-cnx-logicapp-monitor,Log Analytics workspace,Company1-cnx-monitor-log,West US,Dataapp Dev/Test,0,300,0
Company1-cnx-orclcloud-pt-pystatus,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test,2.5,300,0
Company1-cnx-orclebs-pystatus,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test,5,300,0
Company1-cnx-pt-export,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test,7.5,300,0
Company1-cnx-pt-import,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test,10,300,0
Company1-cnx-pt-pystatus,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test,12.5,300,0
Company1-cnx-sap-scf-import,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,15,300,0
Company1-cnx-scratch,Logic app,Company1-cnx-infor,West Central US,Dataapp Dev/Test,17.5,300,0
Company1-cnx-send-to-balance-sheet,Logic app,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test,20,300,0
Company1-D365-Connector,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test,0,304,0
Company1-D365-Connector,Logic apps custom connector,fa-dev-infrastructure,Central US,Dataapp Dev/Test,2.5,304,0
Company1-D365-Integrations-Test,Virtual network,Company1-test,West US,Dynamics Dev/Test,5,304,0
Company1-d365-payment-api,Logic app,fa-dev-infrastructure,West US,Dataapp Dev/Test,7.5,304,0
Company1-data-hub-inbound,API Connection,fa-dev-infrastructure,West US,Dataapp Dev/Test,10,304,0
Company1-data-hub-inbound,Logic apps custom connector,fa-dev-infrastructure,West US,Dataapp Dev/Test,12.5,304,0
Company1-data-hub-inbound,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,15,304,0
Company1-data-hub-inbound,API Connection,Company1-cnx-infor,West US,Dataapp Dev/Test,17.5,304,0
Company1-Dataapp-msgbus,API Connection,fa-dev-infrastructure,West US,Dataapp Dev/Test,20,304,0
Company1-Dataapp-msgbus,Logic apps custom connector,fa-dev-infrastructure,West US,Dataapp Dev/Test,0,308,0
Company1-dev-networksecuritygroup,Network security group,Company1-dev,West US,Dynamics Dev/Test,2.5,308,0
Company1-devdev,Public IP address,Company1-dev,West US,Dynamics Dev/Test,5,308,0
Company1-erp-import,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,7.5,308,0
Company1-erp-import,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,10,308,0
Company1-erp-import,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test,12.5,308,0
Company1-erp-import-1,API Connection,Company1-cnx-erp-sap,West US,Dataapp Dev/Test,15,308,0
Company1-gold-d3f9b184,Virtual network,Company1-gold,West US,Dynamics Dev/Test,17.5,308,0
Company1-gold-networksecuritygroup,Network security group,Company1-gold,West US,Dynamics Dev/Test,20,308,0
Company1-golddemo,Public IP address,Company1-gold,West US,Dynamics Dev/Test,0,312,0
Company1-hackdemo-d365-Cashapp,Logic app,Company1-cnx-dynamics,West US,Dataapp Dev/Test,2.5,312,0
Company1-Integration-Context-Service,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,5,312,0
Company1-Integration-Context-Service,API Connection,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test,7.5,312,0
Company1-Integration-Context-Service,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test,10,312,0
Company1-oracle-ebs-payments,Logic app,Company1-cnx-oracle,West US,Dataapp Dev/Test,12.5,312,0
Company1-oracle-payment-recevier,Logic App (Standard),Company1-cnx-oracle,East US,Dataapp Dev/Test,15,312,0
Company1-oracle-payment-recevier,Application Insights,Company1-cnx-oracle,East US,Dataapp Dev/Test,17.5,312,0
Company1-Send-FX-Balance-Sheet,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test,20,312,0
Company1-Send-FX-Balance-Sheet,Logic apps custom connector,Company1-cnx-erp-toolkit,West US,Dataapp Dev/Test,0,316,0
Company1-test-networksecuritygroup,Network security group,Company1-test,West US,Dynamics Dev/Test,2.5,316,0
Company1-testdev,Public IP address,Company1-test,West US,Dynamics Dev/Test,5,316,0
Company1_D365_Integrations,Virtual network,Company1-dev,West US,Dynamics Dev/Test,7.5,316,0
Company1cnxoracle9bde,Storage account,Company1-cnx-oracle,East US,Dataapp Dev/Test,10,316,0
Company1Dev-1,Virtual machine,Company1-dev,West US,Dynamics Dev/Test,12.5,316,0
Company1dev-1,SQL virtual machine,Company1-dev,West US,Dynamics Dev/Test,15,316,0
Company1Dev-buildDisk,Disk,Company1-dev,West US,Dynamics Dev/Test,17.5,316,0
Company1Dev-dataDisk0,Disk,Company1-dev,West US,Dynamics Dev/Test,20,316,0
Company1Dev-dataDisk1,Disk,Company1-dev,West US,Dynamics Dev/Test,0,320,0
Company1Dev-dataDisk2,Disk,Company1-dev,West US,Dynamics Dev/Test,2.5,320,0
Company1dev-loadbalancer,Load balancer,Company1-dev,West US,Dynamics Dev/Test,5,320,0
Company1Dev-nic-0,Network Interface,Company1-dev,West US,Dynamics Dev/Test,7.5,320,0
Company1Dev-osdisk,Disk,Company1-dev,West US,Dynamics Dev/Test,10,320,0
Company1devbdccae09724c663,Storage account,Company1-dev,West US,Dynamics Dev/Test,12.5,320,0
Company1ERPConnector,Logic apps custom connector,Company1-cnx-dynamics,West US,Dataapp Dev/Test,15,320,0
Company1gold935fe11060a0b9,Storage account,Company1-gold,West US,Dynamics Dev/Test,17.5,320,0
Company1HubRandD-vnet,Virtual network,Company1hubrandd,West US,Dataapp Dev/Test,20,320,0
Company1hubrandddiag,Storage account,Company1hubrandd,West US,Dataapp Dev/Test,0,324,0
Company1Test-1,Virtual machine,Company1-test,West US,Dynamics Dev/Test,2.5,324,0
Company1test-1,SQL virtual machine,Company1-test,West US,Dynamics Dev/Test,5,324,0
Company1Test-buildDisk,Disk,Company1-test,West US,Dynamics Dev/Test,7.5,324,0
Company1Test-dataDisk0,Disk,Company1-test,West US,Dynamics Dev/Test,10,324,0
Company1Test-dataDisk1,Disk,Company1-test,West US,Dynamics Dev/Test,12.5,324,0
Company1Test-dataDisk2,Disk,Company1-test,West US,Dynamics Dev/Test,15,324,0
Company1test-loadbalancer,Load balancer,Company1-test,West US,Dynamics Dev/Test,17.5,324,0
Company1Test-nic-0,Network Interface,Company1-test,West US,Dynamics Dev/Test,20,324,0
Company1Test-osdisk,Disk,Company1-test,West US,Dynamics Dev/Test,0,328,0
Company1test4d81a214b88aba,Storage account,Company1-test,West US,Dynamics Dev/Test,2.5,328,0
kyruatdatalogs,Storage account,sf-data-uat,West US 2,Cashapp Dev/Test,5,328,0
kytest-0b8c7337,Virtual network,kytest,West US,Dynamics Dev/Test,7.5,328,0
kytest-networksecuritygroup,Network security group,kytest,West US,Dynamics Dev/Test,10,328,0
kytest273798c7b1031135,Storage account,kytest,West US,Dynamics Dev/Test,12.5,328,0
kytestdev,Public IP address,kytest,West US,Dynamics Dev/Test,15,328,0
label-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,17.5,328,0
label-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,20,328,0
label-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,0,332,0
label-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,2.5,332,0
label-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,5,332,0
label-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,7.5,332,0
label-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,10,332,0
LB-kyr-Cashapp-qa-nt1vm,Load balancer,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test,12.5,332,0
log-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,15,332,0
log-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,17.5,332,0
log-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test,20,332,0
log-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,0,336,0
log-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test,2.5,336,0
log-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test,5,336,0
log-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test,7.5,336,0
LogicAppsManagement(fa-platform-oms-ws),Solution,fa-dev-infrastructure,East US,Dataapp Dev/Test,10,336,0
LogicAppsManagement(Company1-cnx-logicapp-monitor),Solution,Company1-cnx-monitor-log,West US,Dataapp Dev/Test,12.5,336,0
msgbus api  v2  oas3-usdt-Dataapp-csdev-tests-centralus-appi,Availability test,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test,15,336,0
msgbus-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test,17.5,336,0
msgbus-api-swagger-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test,20,336,0
NetworkWatcher_australiaeast,Network Watcher,networkwatcherrg,Australia East,Cashapp Dev/Test,0,340,0
NetworkWatcher_australiaeast,Network Watcher,networkwatcherrg,Australia East,Dataapp Dev/Test,2.5,340,0
NetworkWatcher_australiasoutheast,Network Watcher,networkwatcherrg,Australia Southeast,Cashapp Dev/Test,5,340,0
NetworkWatcher_brazilsouth,Network Watcher,networkwatcherrg,Brazil South,Cashapp Dev/Test,7.5,340,0
